track_id,type,year,month,day,hour,lon180,lat,area,timestamp
57,onset,1991,4,29,10,-14.606980000000021,37.82267,1092684000000.0,1991-04-29 10:00:00
57,peak,1991,5,1,23,-21.45434799999998,51.226058,4902302000000.0,1991-05-01 23:00:00
57,decay,1991,5,8,3,-49.48273499999999,43.312447,3327134000000.0,1991-05-08 03:00:00
58,onset,1991,5,12,10,-15.31506300000001,46.020518,1093160000000.0,1991-05-12 10:00:00
58,peak,1991,6,1,20,-49.45138300000002,68.559151,7882231000000.0,1991-06-01 20:00:00
58,decay,1991,6,3,10,-68.84103199999998,69.565748,6119125000000.0,1991-06-03 10:00:00
59,onset,1991,5,16,17,-103.71830599999998,67.443597,1043160000000.0,1991-05-16 17:00:00
59,peak,1991,5,19,20,-92.30231900000001,50.415298,3474959000000.0,1991-05-19 20:00:00
59,decay,1991,5,24,4,-77.132115,45.18878,1255488000000.0,1991-05-24 04:00:00
60,onset,1991,5,17,21,-145.15948500000002,46.043276,1083999000000.0,1991-05-17 21:00:00
60,peak,1991,5,24,9,161.27214400000003,74.656795,9224892000000.0,1991-05-24 09:00:00
60,decay,1991,5,24,9,161.27214400000003,74.656795,9224892000000.0,1991-05-24 09:00:00
61,onset,1991,6,13,20,173.650031,51.748557,1098359000000.0,1991-06-13 20:00:00
61,peak,1991,6,19,23,-166.52986299999998,61.945481,6552287000000.0,1991-06-19 23:00:00
61,decay,1991,6,23,1,-172.714945,69.293738,1039395000000.0,1991-06-23 01:00:00
62,onset,1991,6,26,3,60.08792399999999,55.544319,1031023000000.0,1991-06-26 03:00:00
62,peak,1991,7,2,15,6.091750999999988,59.441229,6874664000000.0,1991-07-02 15:00:00
62,decay,1991,7,2,15,6.091750999999988,59.441229,6874664000000.0,1991-07-02 15:00:00
63,onset,1991,7,1,14,-172.568851,56.531729,1014513000000.0,1991-07-01 14:00:00
63,peak,1991,7,9,2,154.86972300000002,72.802795,7817215000000.0,1991-07-09 02:00:00
63,decay,1991,7,13,10,133.48627299999998,75.162345,5272118000000.0,1991-07-13 10:00:00
64,onset,1991,7,22,20,-124.14233999999999,52.11612,1045529000000.0,1991-07-22 20:00:00
64,peak,1991,7,26,21,-91.728746,63.10443,2458226000000.0,1991-07-26 21:00:00
64,decay,1991,7,29,7,-81.74285600000002,58.276924,1025640000000.0,1991-07-29 07:00:00
65,onset,1991,7,28,21,12.357258000000002,58.631284,1036642000000.0,1991-07-28 21:00:00
65,peak,1991,7,30,22,16.068557999999996,62.132747,3496197000000.0,1991-07-30 22:00:00
65,decay,1991,8,3,4,-0.382417999999916,69.468344,1082683000000.0,1991-08-03 04:00:00
66,onset,1991,7,30,0,145.47603000000004,67.053125,1099153000000.0,1991-07-30 00:00:00
66,peak,1991,8,2,11,151.87051399999996,64.99545,3684751000000.0,1991-08-02 11:00:00
66,decay,1991,8,8,19,151.93463199999997,65.386666,1354294000000.0,1991-08-08 19:00:00
67,onset,1991,8,4,14,-88.889004,65.278022,1048262000000.0,1991-08-04 14:00:00
67,peak,1991,8,12,3,-105.098952,57.831219,6408744000000.0,1991-08-12 03:00:00
67,decay,1991,8,15,5,-131.394312,57.459674,1035336000000.0,1991-08-15 05:00:00
68,onset,1991,8,24,20,-157.47603800000002,44.509845,1044479000000.0,1991-08-24 20:00:00
68,peak,1991,8,26,8,-168.585556,45.196388,5294189000000.0,1991-08-26 08:00:00
68,decay,1991,8,31,4,-163.39538300000004,69.70686,1028089000000.0,1991-08-31 04:00:00
69,onset,1991,8,26,21,-6.443140999999969,51.258842,1141773000000.0,1991-08-26 21:00:00
69,peak,1991,9,3,22,-11.14351899999997,58.058756,6788027000000.0,1991-09-03 22:00:00
69,decay,1991,9,8,9,-18.98023699999999,59.577368,1047116000000.0,1991-09-08 09:00:00
70,onset,1991,8,31,10,-161.36843399999998,70.427427,1006159000000.0,1991-08-31 10:00:00
70,peak,1991,9,5,0,-160.77293299999997,76.463328,5023478000000.0,1991-09-05 00:00:00
70,decay,1991,9,9,5,-178.77588400000002,82.196684,3042413000000.0,1991-09-09 05:00:00
71,onset,1991,9,15,14,102.91458899999998,65.231592,2984603000000.0,1991-09-15 14:00:00
71,peak,1991,9,22,14,70.109441,79.741755,3686846000000.0,1991-09-22 14:00:00
71,decay,1991,9,24,14,85.00890900000002,80.380947,1022212000000.0,1991-09-24 14:00:00
72,onset,1991,9,26,13,-44.790872999999976,45.946969,1127928000000.0,1991-09-26 13:00:00
72,peak,1991,9,28,23,-37.17081400000001,43.993311,4864376000000.0,1991-09-28 23:00:00
72,decay,1991,10,4,11,7.7633089999999925,43.030288,1069164000000.0,1991-10-04 11:00:00
73,onset,1991,10,7,9,34.21129100000002,53.473624,1180833000000.0,1991-10-07 09:00:00
73,peak,1991,10,8,20,32.36972,60.015557,3278395000000.0,1991-10-08 20:00:00
73,decay,1991,10,12,18,40.35098199999999,58.876222,1567885000000.0,1991-10-12 18:00:00
74,onset,1991,10,16,4,-54.89829500000002,58.540417,1019867000000.0,1991-10-16 04:00:00
74,peak,1991,10,23,1,-16.061312000000044,61.356918,4863174000000.0,1991-10-23 01:00:00
74,decay,1991,10,24,23,-0.9699610000000121,62.607412,2716664000000.0,1991-10-24 23:00:00
